./asio_kcp_client/asio_kcp_client 120.26.200.117 33333 500 2>/dev/null
64  95  235 202 216 165 155 143 112 91  max: 235  average 10: 147  average total: 147 0KB/s(in)
16:21.13 62 53  62  56  58  58  59  63  70  60  max: 70  average 10: 60  average total: 60
16:21.13 56 57  59  57  122 100 81  60  61  62  max: 122  average 10: 71  average total: 71
16:21.14 113    100 70  59  59  61  64  64  61  52  max: 113  average 10: 70  average total: 70
16:21.14 62 62  51  62  51  51  115 107 63  56  max: 115  average 10: 68  average total: 68
16:21.15 58 106 102 62  61  65  51  62  65  116 max: 116  average 10: 74  average total: 74
16:21.15 105    67  55  56  57  124 105 86  53  57  max: 124  average 10: 76  average total: 76
16:21.16 53 61  47  56  57  56  59  55  59  59  max: 61  average 10: 56  average total: 56
16:21.16 60 50  60  51  121 123 128 81  110 98  max: 128  average 10: 88  average total: 88
16:21.17 55 68  56  53  64  54  56  199 178 158 max: 199  average 10: 94  average total: 94
16:21.18 128    107 76  56  66  72  76  58  56  51  max: 128  average 10: 74  average total: 74
16:21.18 61 50  60  61  51  51  50  52  50  62  max: 62  average 10: 54  average total: 54
16:21.18 66 56  57  78  59  61  56  55  63  55  max: 78  average 10: 60  average total: 60
16:21.19 55 69  69  47  57  82  153 164 127 129 max: 164  average 10: 95  average total: 95 9.8KB/s(in)
16:21.20 95 67  84  64  79  91  179 147 137 185 max: 185  average 10: 112  average total: 112
16:21.20 192    168 203 164 382 359 339 310 269 238 max: 382  average 10: 262  average total: 262
16:21.21 208    169 137 146 127 103 57  58  57  57  max: 208  average 10: 111  average total: 111
16:21.21 63 51  63  50  61  61  51  60  53  51  max: 63  average 10: 56  average total: 56
16:21.22 68 66  54  54  55  54  57  55  58  54  max: 68  average 10: 57  average total: 57
16:21.22 54 111 89  58  70  59  61  59  58  59  max: 111  average 10: 67  average total: 67
16:21.23 58 59  53  68  72  64  62  62  51  51  max: 72  average 10: 60  average total: 60
16:21.23 62 62  66  58  68  55  65  55  55  54  max: 68  average 10: 60  average total: 60
16:21.24 55 53  54  90  93  56  56  55  59  155 max: 155  average 10: 72  average total: 72
16:21.24 106    112 62  50  50  52  51  60  60  61  max: 112  average 10: 66  average total: 66
16:21.25 60 60  56  66  58  70  58  228 214 184 max: 228  average 10: 105  average total: 105
16:21.25 149    123 72  65  149 151 110 160 129 109 max: 160  average 10: 121  average total: 121
16:21.26 69 47  57  52  68  113 113 63  120 104 max: 120  average 10: 80  average total: 80
16:21.26 72 54  52  66  57  68  56  117 78  56  max: 117  average 10: 67  average total: 67
16:21.27 56 117 112 70  63  61  59  50  62  62  max: 117  average 10: 71  average total: 71
16:21.27 62 59  58  59  53  53  64  63  54  54  max: 64  average 10: 57  average total: 57
16:21.28 57 54  52  120 75  66  56  55  56  54  max: 120  average 10: 64  average total: 64
16:21.28 54 55  55  66  54  58  59  69  50  61  max: 69  average 10: 58  average total: 58
16:21.29 60 59  50  61  62  60  56  62  65  56  max: 65  average 10: 59  average total: 59
16:21.29 54 54  55  55  61  61  50  50  70  52  max: 70  average 10: 56  average total: 56 9.9KB/s(in)
16:21.30 121    80  215 174 163 124 105 74  63  53  max: 215  average 10: 117  average total: 117
16:21.30 70 59  60  60  51  53  60  62  61  108 max: 108  average 10: 64  average total: 64
16:21.31 115    102 62  54  49  62  50  50  60  49  max: 115  average 10: 65  average total: 65
16:21.31 69 59  64  114 105 64  73  87  85  72  max: 114  average 10: 79  average total: 79
16:21.32 164    220 204 163 167 121 71  61  55  56  max: 220  average 10: 128  average total: 128
16:21.32 56 54  54  54  48  49  62  49  73  78  max: 78  average 10: 57  average total: 57
16:21.33 230    191 159 149 99  55  55  60  134 102 max: 230  average 10: 123  average total: 123
16:21.33 61 61  141 118 132 81  78  54  54  57  max: 141  average 10: 83  average total: 83
16:21.34 56 54  128 106 103 156 150 101 64  69  max: 156  average 10: 98  average total: 98
16:21.34 59 59  275 265 224 203 165 132 122 122 max: 275  average 10: 162  average total: 162
16:21.35 117    74  50  63  62  63  86  87  64  55  max: 117  average 10: 72  average total: 72
16:21.35 55 55  155 155 114 103 63  58  64  58  max: 155  average 10: 88  average total: 88
16:21.36 120    116 78  77  57  56  57  62  65  62  max: 120  average 10: 75  average total: 75
16:21.36 52 53  61  61  50  61  49  60  126 111 max: 126  average 10: 68  average total: 68
16:21.37 84 73  64  214 213 173 163 132 112 70  max: 214  average 10: 129  average total: 129
16:21.37 62 114 106 74  131 118 86  53  56  57  max: 131  average 10: 85  average total: 85
16:21.38 54 63  120 79  118 118 77  58  60  66  max: 120  average 10: 81  average total: 81
16:21.38 75 58  148 212 235 244 205 176 142 111 max: 244  average 10: 160  average total: 160
16:21.39 81 62  50  55  66  56  56  57  56  117 max: 117  average 10: 65  average total: 65
16:21.39 106    75  118 221 222 172 160 130 109 70  max: 222  average 10: 138  average total: 138 9.8KB/s(in)
16:21.40 59 48  58  58  61  51  123 73  51  51  max: 123  average 10: 63  average total: 63
16:21.40 60 61  61  54  60  66  59  56  56  66  max: 66  average 10: 59  average total: 59
16:21.41 57 56  56  57  56  53  51  61  51  51  max: 61  average 10: 54  average total: 54
16:21.41 61 111 121 121 79  124 107 74  53  55  max: 124  average 10: 90  average total: 90
16:21.42 57 63  53  52  142 91  97  67  55  56  max: 142  average 10: 73  average total: 73
16:21.42 55 55  55  56  53  65  53  48  58  58  max: 65  average 10: 55  average total: 55
16:21.43 56 56  60  128 106 107 68  57  50  50  max: 128  average 10: 73  average total: 73
16:21.43 60 62  61  50  61  49  60  90  95  55  max: 95  average 10: 64  average total: 64
16:21.44 54 54  155 205 174 133 104 62  63  200 max: 205  average 10: 120  average total: 120
16:21.44 156    157 172 159 127 110 77  61  62  54  max: 172  average 10: 113  average total: 113
16:21.45 63 51  53  51  111 111 70  57  54  63  max: 111  average 10: 68  average total: 68
16:21.45 54 54  63  54  194 163 123 105 69  72  max: 194  average 10: 95  average total: 95
16:21.46 71 70  73  69  59  160 154 113 145 104 max: 160  average 10: 101  average total: 101
16:21.46 103    62  52  54  64  58  120 77  59  57  max: 120  average 10: 70  average total: 70
16:21.47 57 56  57  57  113 74  54  53  57  123 max: 123  average 10: 70  average total: 70
16:21.47 107    87  60  55  57  57  56  57  58  61  max: 107  average 10: 65  average total: 65
16:21.48 56 63  63  50  121 105 88  62  56  57  max: 121  average 10: 72  average total: 72
16:21.48 60 55  58  57  57  57  57  52  52  62  max: 62  average 10: 56  average total: 56
16:21.49 53 52  52  52  62  189 199 160 118 100 max: 199  average 10: 103  average total: 103
16:21.49 108    78  58  58  63  55  55  57  56  114 max: 114  average 10: 70  average total: 70 9.8KB/s(in)
16:21.50 109    69  63  62  60  130 108 88  58  115 max: 130  average 10: 86  average total: 86
16:21.50 113    73  52  75  63  81  52  85  94  57  max: 113  average 10: 74  average total: 74
16:21.51 59 58  64  174 164 125 104 61  131 102 max: 174  average 10: 104  average total: 104
16:21.51 81 61  48  58  71  58  58  59  58  129 max: 129  average 10: 68  average total: 68
16:21.52 108    68  66  52  64  241 211 189 150 107 max: 241  average 10: 125  average total: 125
16:21.52 88 59  58  58  125 133 117 86  53  53  max: 133  average 10: 83  average total: 83
16:21.53 55 60  59  50  59  60  66  118 108 77  max: 118  average 10: 71  average total: 71
16:21.53 56 56  55  56  111 101 74  141 92  134 max: 141  average 10: 87  average total: 87
16:21.54 143    188 173 156 138 144 133 86  72  62  max: 188  average 10: 129  average total: 129
16:21.54 58 55  55  60  55  61  61  62  57  66  max: 66  average 10: 59  average total: 59
16:21.55 58 58  61  58  57  56  51  113 84  52  max: 113  average 10: 64  average total: 64
16:21.55 52 53  54  56  83  68  57  62  57  59  max: 83  average 10: 60  average total: 60
16:21.56 57 57  125 85  55  53  54  58  55  55  max: 125  average 10: 65  average total: 65
16:21.56 63 49  49  69  111 111 76  69  56  58  max: 111  average 10: 71  average total: 71
16:21.57 54 53  54  55  109 64  53  63  47  60  max: 109  average 10: 61  average total: 61
16:21.57 68 62  57  59  64  70  58  58  56  124 max: 124  average 10: 67  average total: 67
16:21.58 110    71  70  59  59  50  50  63  65  55  max: 110  average 10: 65  average total: 65
16:21.58 53 63  56  58  206 221 211 189 157 136 max: 221  average 10: 135  average total: 135
16:21.59 109    66  57  56  57  57  53  53  64  63  max: 109  average 10: 63  average total: 63
16:21.59 117    124 122 82  67  68  123 229 249 257 max: 257  average 10: 143  average total: 143 9.7KB/s(in)
16:22.0 256 250 326 314 288 267 244 221 179 159 max: 326  average 10: 250  average total: 250
16:22.1 108 77  61  57  59  58  62  67  59  55  max: 108  average 10: 66  average total: 66
16:22.1 54  121 115 113 84  73  60  69  128 142 max: 142  average 10: 95  average total: 95
16:22.2 155 246 206 155 147 112 106 62  112 103 max: 246  average 10: 140  average total: 140
16:22.2 70  61  51  62  67  56  56  56  60  58  max: 70  average 10: 59  average total: 59
16:22.3 58  66  54  60  62  59  109 108 109 113 max: 113  average 10: 79  average total: 79
16:22.3 68  66  69  55  54  52  52  52  64  132 max: 132  average 10: 66  average total: 66
16:22.4 107 106 57  57  58  60  59  62  62  54  max: 107  average 10: 68  average total: 68
16:22.4 51  65  50  50  63  62  66  56  62  56  max: 66  average 10: 58  average total: 58
16:22.5 220 216 173 165 124 83  60  56  72  65  max: 220  average 10: 123  average total: 123
16:22.5 67  56  57  57  57  57  70  63  77  87  max: 87  average 10: 64  average total: 64
16:22.6 82  78  733 692 662 644 602 575 564 530 max: 733  average 10: 516  average total: 516
16:22.7 488 458 436 396 355 314 293 257 212 172 max: 488  average 10: 338  average total: 338
16:22.7 151 116 69  63  54  56  123 84  53  53  max: 151  average 10: 82  average total: 82
16:22.7 55  52  62  61  61  57  55  57  114 114 max: 114  average 10: 68  average total: 68
16:22.8 73  53  53  63  58  60  57  57  56  55  max: 73  average 10: 58  average total: 58
16:22.8 205 154 163 152 132 110 94  51  51  62  max: 205  average 10: 117  average total: 117
16:22.9 61  62  59  67  65  55  57  54  54  53  max: 67  average 10: 58  average total: 58
16:22.9 54  49  111 70  59  60  59  61  57  65  max: 111  average 10: 64  average total: 64
16:22.10 52 53  206 173 153 112 106 67  68  54  max: 206  average 10: 104  average total: 104
16:22.10 61 56  54  52  54  54  69  61  69  61  max: 69  average 10: 59  average total: 59 10KB/s(in)
16:22.11 59 60  59  59  128 107 94  54  68  54  max: 128  average 10: 74  average total: 74
16:22.11 54 55  61  58  59  126 79  59  59  61  max: 126  average 10: 67  average total: 67
16:22.12 56 114 85  53  52  54  63  62  52  117 max: 117  average 10: 70  average total: 70
16:22.12 76 55  61  57  64  71  55  65  212 221 max: 221  average 10: 93  average total: 93
16:22.13 170    171 130 112 78  145 133 92  62  51  max: 171  average 10: 114  average total: 114
16:22.13 63 52  123 84  67  56  220 209 178 157 max: 220  average 10: 120  average total: 120
16:22.14 119    87  51  49  76  84  61  60  70  62  max: 119  average 10: 71  average total: 71
16:22.14 62 59  55  115 76  116 123 112 87  52  max: 123  average 10: 85  average total: 85
16:22.15 53 58  57  61  58  60  59  120 112 76  max: 120  average 10: 71  average total: 71
16:22.15 53 52  63  51  52  63  57  51  50  64  max: 64  average 10: 55  average total: 55
16:22.16 127    106 76  56  71  68  57  60  475 485 max: 485  average 10: 158  average total: 158
16:22.17 464    423 388 358 317 278 237 209 163 125 max: 464  average 10: 296  average total: 296
16:22.17 83 55  53  56  54  52  59  118 109 80  max: 118  average 10: 71  average total: 71
16:22.17 58 61  65  119 72  55  52  52  62  52  max: 119  average 10: 64  average total: 64
16:22.18 63 52  51  57  61  68  119 129 105 84  max: 129  average 10: 78  average total: 78
16:22.18 55 54  55  56  56  57  50  61  51  61  max: 61  average 10: 55  average total: 55
16:22.19 61 61  67  62  67  210 188 160 123 104 max: 210  average 10: 110  average total: 110
16:22.19 53 53  60  55  60  63  50  124 82  59  max: 124  average 10: 65  average total: 65
16:22.20 54 119 74  61  155 105 117 127 130 110 max: 155  average 10: 105  average total: 105
16:22.20 117    70  60  62  59  56  185 165 125 84  max: 185  average 10: 98  average total: 98 9.8KB/s(in)
16:22.21 54 57  63  58  51  60  72  52  59  65  max: 72  average 10: 59  average total: 59
16:22.21 60 64  50  72  216 206 165 157 115 74  max: 216  average 10: 117  average total: 117
16:22.22 68 55  108 82  59  56  60  61  129 111 max: 129  average 10: 78  average total: 78
16:22.22 91 51  50  112 71  50  61  50  116 79  max: 116  average 10: 73  average total: 73
16:22.23 55 54  104 111 63  103 66  51  60  68  max: 111  average 10: 73  average total: 73
16:22.23 212    173 170 118 78  57  55  64  54  54  max: 212  average 10: 103  average total: 103
16:22.24 67 54  54  61  59  49  66  59  65  119 max: 119  average 10: 65  average total: 65
16:22.24 107    80  116 113 63  52  54  55  114 123 max: 123  average 10: 87  average total: 87
16:22.25 76 72  62  57  60  58  76  233 203 217 max: 233  average 10: 111  average total: 111
16:22.26 216    171 166 126 97  69  67  59  102 97  max: 216  average 10: 117  average total: 117
16:22.26 59 65  68  54  55  52  71  59  82  156 max: 156  average 10: 72  average total: 72
16:22.26 105    66  75  72  160 112 116 65  136 105 max: 160  average 10: 101  average total: 101
16:22.27 91 53  65  60  71  63  51  63  61  55  max: 91  average 10: 63  average total: 63
16:22.27 55 54  54  54  55  106 107 83  58  70  max: 107  average 10: 69  average total: 69
16:22.28 108    427 377 326 276 224 173 123 72  52  max: 427  average 10: 215  average total: 215
16:22.28 76 58  71  58  62  62  57  61  57  60  max: 76  average 10: 62  average total: 62
16:22.29 58 61  60  63  66  60  62  64  170 156 max: 170  average 10: 82  average total: 82
16:22.29 117    76  137 108 119 68  66  55  74  49  max: 137  average 10: 86  average total: 86
16:22.30 59 50  59  68  68  58  58  69  64  66  max: 69  average 10: 61  average total: 61
16:22.30 52 143 116 72  58  54  211 160 110 159 max: 211  average 10: 113  average total: 113 9.7KB/s(in)
16:22.31 119    115 72  78  69  62  63  49  150 116 max: 150  average 10: 89  average total: 89
16:22.31 129    78  60  56  55  84  67  126 79  75  max: 129  average 10: 80  average total: 80
16:22.32 68 56  60  66  53  70  48  58  57  59  max: 70  average 10: 59  average total: 59
16:22.32 62 59  56  58  134 104 92  53  208 209 max: 209  average 10: 103  average total: 103
16:22.33 209    172 162 128 78  53  53  55  53  57  max: 209  average 10: 102  average total: 102
16:22.33 97 72  57  118 121 78  57  56  61  60  max: 121  average 10: 77  average total: 77
16:22.34 58 123 153 124 104 81  55  63  115 121 max: 153  average 10: 99  average total: 99
16:22.35 74 71  57  59  57  61  218 236 185 182 max: 236  average 10: 120  average total: 120
16:22.35 130    100 77  61  59  60  61  64  84  62  max: 130  average 10: 75  average total: 75
16:22.35 81 159 108 66  155 174 154 133 113 92  max: 174  average 10: 123  average total: 123
16:22.36 69 61  68  139 96  65  58  55  56  55  max: 139  average 10: 72  average total: 72
16:22.36 59 64  60  70  63  66  69  137 122 95  max: 137  average 10: 80  average total: 80
16:22.37 64 69  54  63  53  66  54  54  53  67  max: 69  average 10: 59  average total: 59
16:22.38 53 75  48  60  61  58  59  58  66  67  max: 75  average 10: 60  average total: 60
16:22.38 137    107 95  137 117 96  83  158 170 159 max: 170  average 10: 125  average total: 125
16:22.39 128    108 69  58  57  57  63  55  58  52  max: 128  average 10: 70  average total: 70
16:22.39 52 64  61  62  62  51  64  60  60  63  max: 64  average 10: 59  average total: 59
16:22.40 57 60  67  56  55  65  54  130 118 102 max: 130  average 10: 76  average total: 76
16:22.40 67 53  58  58  67  57  56  58  57  59  max: 67  average 10: 59  average total: 59
16:22.41 115    63  82  73  71  150 142 122 102 64  max: 150  average 10: 98  average total: 98 9.9KB/s(in)
16:22.41 60 60  58  60  58  55  61  56  51  57  max: 61  average 10: 57  average total: 57
16:22.42 60 60  136 114 88  57  55  56  87  57  max: 136  average 10: 77  average total: 77
16:22.42 57 65  60  50  51  101 101 60  79  70  max: 101  average 10: 69  average total: 69
16:22.43 56 54  53  52  56  66  54  50  61  228 max: 228  average 10: 73  average total: 73
16:22.43 237    207 207 217 206 169 125 108 75  59  max: 237  average 10: 161  average total: 161
16:22.44 50 110 119 68  53  60  60  56  58  64  max: 119  average 10: 69  average total: 69
16:22.44 57 55  58  148 142 99  59  59  65  47  max: 148  average 10: 78  average total: 78
16:22.45 58 61  59  59  61  61  61  56  50  63  max: 63  average 10: 58  average total: 58
16:22.45 53 51  50  49  66  74  68  67  135 153 max: 153  average 10: 76  average total: 76
16:22.46 167    166 116 84  75  56  63  50  60  61  max: 167  average 10: 89  average total: 89
16:22.46 61 60  148 112 118 142 111 108 134 131 max: 148  average 10: 112  average total: 112
16:22.47 83 61  61  132 105 98  58  53  54  56  max: 132  average 10: 76  average total: 76
16:22.47 56 194 173 138 104 88  65  57  56  55  max: 194  average 10: 98  average total: 98
16:22.48 64 53  52  52  62  52  64  119 121 82  max: 121  average 10: 72  average total: 72
16:22.48 61 73  55  145 127 107 106 63  53  63  max: 145  average 10: 85  average total: 85
16:22.49 60 118 67  109 109 68  61  61  60  60  max: 118  average 10: 77  average total: 77
16:22.49 53 52  52  51  126 112 112 75  59  61  max: 126  average 10: 75  average total: 75
16:22.50 57 55  55  56  54  63  52  72  51  59  max: 72  average 10: 57  average total: 57
16:22.50 74 65  140 118 98  63  66  64  56  57  max: 140  average 10: 80  average total: 80
16:22.51 56 52  62  51  52  51  61  111 103 74  max: 111  average 10: 67  average total: 67 9.8KB/s(in)
16:22.51 61 64  114 106 64  54  54  64  54  55  max: 114  average 10: 69  average total: 69
16:22.52 120    109 138 131 109 68  69  67  62  61  max: 138  average 10: 93  average total: 93
16:22.52 126    137 125 96  65  65  54  62  61  61  max: 137  average 10: 85  average total: 85
16:22.53 62 63  54  53  56  55  52  64  102 111 max: 111  average 10: 67  average total: 67
16:22.53 117    70  59  62  210 167 159 119 78  113 max: 210  average 10: 115  average total: 115
16:22.54 96 55  63  55  68  57  134 118 89  128 max: 134  average 10: 86  average total: 86
16:22.54 112    91  119 107 73  54  56  51  51  60  max: 119  average 10: 77  average total: 77
16:22.55 60 62  120 117 66  64  65  67  217 206 max: 217  average 10: 104  average total: 104
16:22.55 174    123 112 81  64  62  62  130 107 86  max: 174  average 10: 100  average total: 100
16:22.56 54 54  70  58  56  59  119 112 79  60  max: 119  average 10: 72  average total: 72
16:22.56 59 59  59  110 125 117 104 76  55  56  max: 125  average 10: 82  average total: 82
16:22.57 53 54  65  52  51  62  61  56  56  56  max: 65  average 10: 56  average total: 56
16:22.57 59 57  59  118 106 75  71  57  60  60  max: 118  average 10: 72  average total: 72
16:22.58 74 68  221 211 186 170 141 205 169 155 max: 221  average 10: 160  average total: 160
16:22.58 124    73  64  56  64  51  61  59  60  63  max: 124  average 10: 67  average total: 67
16:22.59 55 216 174 157 126 124 83  53  57  136 max: 216  average 10: 118  average total: 118
16:22.59 112    87  80  142 158 161 212 162 185 142 max: 212  average 10: 144  average total: 144
16:23.0 115 94  265 266 226 215 172 133 117 85  max: 266  average 10: 168  average total: 168
16:23.0 61  55  62  126 107 87  57  55  65  58  max: 126  average 10: 73  average total: 73
16:23.1 57  53  59  133 110 111 68  61  58  58  max: 133  average 10: 76  average total: 76 9.8KB/s(in)
16:23.1 57  56  50  61  50  50  61  66  60  60  max: 66  average 10: 57  average total: 57
16:23.2 61  117 126 128 86  59  67  61  64  61  max: 128  average 10: 83  average total: 83
16:23.2 57  57  56  51  122 195 164 152 112 110 max: 195  average 10: 107  average total: 107
16:23.3 69  60  57  53  53  53  54  55  55  53  max: 69  average 10: 56  average total: 56
16:23.3 54  54  208 174 197 147 138 104 54  63  max: 208  average 10: 119  average total: 119
16:23.4 158 168 179 130 138 141 102 69  62  61  max: 179  average 10: 120  average total: 120
16:23.4 144 114 121 238 213 186 135 110 59  74  max: 238  average 10: 139  average total: 139
16:23.5 52  62  53  63  70  72  58  56  138 203 max: 203  average 10: 82  average total: 82
16:23.6 153 102 481 430 380 329 279 228 177 131 max: 481  average 10: 269  average total: 269
16:23.6 80  60  978 948 897 847 796 922 871 820 max: 978  average 10: 721  average total: 721
16:23.7 780 788 737 766 715 711 843 818 797 776 max: 843  average 10: 773  average total: 773
16:23.8 757 721 685 684 662 615 600 569 519 720 max: 757  average 10: 653  average total: 653
16:23.8 669 621 570 984 934 884 833 783 733 682 max: 984  average 10: 769  average total: 769
16:23.9 633 582 572 536 496 482 432 388 360 340 max: 633  average 10: 482  average total: 482
16:23.9 297 313 325 317 298 276 226 206 219 248 max: 325  average 10: 272  average total: 272
16:23.9 214 207 219 208 176 157 117 84  56  56  max: 219  average 10: 149  average total: 149
16:23.9 66  47  58  201 255 211 207 167 155 117 max: 255  average 10: 148  average total: 148
16:23.10 108    75  56  62  67  135 147 135 103 61  max: 147  average 10: 94  average total: 94
16:23.10 69 58  68  59  74  60  219 227 203 178 max: 227  average 10: 121  average total: 121
16:23.11 134    132 223 213 187 157 117 86  55  64  max: 223  average 10: 136  average total: 136 9.8KB/s(in)
16:23.11 66 58  55  60  53  66  64  63  57  64  max: 66  average 10: 60  average total: 60
16:23.12 58 128 198 159 158 117 112 73  74  52  max: 198  average 10: 112  average total: 112
16:23.12 52 116 85  74  70  62  63  68  68  82  max: 116  average 10: 74  average total: 74
16:23.13 98 68  69  68  87  63  68  194 159 181 max: 194  average 10: 105  average total: 105
16:23.14 192    151 125 80  60  61  266 267 218 221 max: 267  average 10: 164  average total: 164
16:23.14 177    154 135 104 64  53  66  63  54  67  max: 177  average 10: 93  average total: 93
16:23.14 68 65  57  57  56  55  57  55  67  65  max: 68  average 10: 60  average total: 60
16:23.15 59 49  61  61  132 108 88  59  57  56  max: 132  average 10: 73  average total: 73
16:23.15 59 60  58  125 75  49  121 113 86  49  max: 125  average 10: 79  average total: 79
16:23.16 59 58  87  97  56  53  53  56  58  63  max: 97  average 10: 64  average total: 64
16:23.17 52 51  58  59  60  58  56  56  57  58  max: 60  average 10: 56  average total: 56
16:23.17 205    182 192 201 223 200 162 131 110 71  max: 223  average 10: 167  average total: 167
16:23.18 62 132 109 115 66  230 179 177 140 113 max: 230  average 10: 132  average total: 132
16:23.18 83 62  65  62  66  65  54  55  66  56  max: 83  average 10: 63  average total: 63
16:23.19 57 59  128 157 106 163 201 218 168 165 max: 218  average 10: 142  average total: 142
16:23.19 185    166 189 138 119 126 84  172 176 143 max: 189  average 10: 149  average total: 149
16:23.20 122    95  74  74  72  98  59  124 73  176 max: 176  average 10: 96  average total: 96
16:23.20 169    138 110 77  59  96  92  90  78  61  max: 169  average 10: 97  average total: 97
16:23.21 176    159 182 226 175 189 139 113 134 157 max: 226  average 10: 165  average total: 165
16:23.21 209    188 156 117 98  55  64  55  219 191 max: 219  average 10: 135  average total: 135 9.7KB/s(in)
16:23.22 167    147 124 101 129 107 121 115 77  58  max: 167  average 10: 114  average total: 114
16:23.22 65 70  120 90  58  66  58  64  68  75  max: 120  average 10: 73  average total: 73
16:23.23 79 68  52  54  76  61  61  140 120 93  max: 140  average 10: 80  average total: 80
16:23.23 100    109 80  108 57  156 215 245 203 246 max: 246  average 10: 151  average total: 151
16:23.24 196    164 205 165 246 216 188 191 140 111 max: 246  average 10: 182  average total: 182
16:23.24 59 129 78  201 164 179 128 113 123 191 max: 201  average 10: 136  average total: 136
16:23.25 178    235 184 134 150 99  196 171 205 166 max: 235  average 10: 171  average total: 171
16:23.25 174    179 186 136 97  59  99  70  136 85  max: 186  average 10: 122  average total: 122
16:23.26 55 79  73  91  103 74  82  198 185 209 max: 209  average 10: 114  average total: 114
16:23.26 157    280 299 247 196 146 113 137 186 184 max: 299  average 10: 194  average total: 194
16:23.27 212    162 113 63  59  53  96  271 220 273 max: 273  average 10: 152  average total: 152
16:23.27 247    228 195 155 145 104 94  53  54  56  max: 247  average 10: 133  average total: 133
16:23.28 53 53  62  57  110 60  82  81  59  60  max: 110  average 10: 67  average total: 67
16:23.28 185    196 149 116 100 62  67  57  57  168 max: 196  average 10: 115  average total: 115
16:23.29 159    117 76  71  141 336 303 262 243 218 max: 336  average 10: 192  average total: 192
16:23.29 183    157 115 70  79  57  145 104 104 61  max: 183  average 10: 107  average total: 107
16:23.30 59 65  401 510 481 498 448 399 388 338 max: 510  average 10: 358  average total: 358
16:23.30 308    297 260 220 206 164 125 104 66  65  max: 308  average 10: 181  average total: 181
16:23.31 70 61  83  74  69  58  139 150 140 113 max: 150  average 10: 95  average total: 95
16:23.31 99 125 116 85  51  61  63  121 112 80  max: 125  average 10: 91  average total: 91 9.9KB/s(in)
16:23.32 61 70  57  56  55  54  71  108 101 58  max: 108  average 10: 69  average total: 69
16:23.32 64 48  62  60  59  60  60  58  53  55  max: 64  average 10: 57  average total: 57
16:23.33 54 57  61  58  86  70  153 146 117 100 max: 153  average 10: 90  average total: 90
16:23.33 73 162 198 147 117 92  105 54  78  63  max: 198  average 10: 108  average total: 108
16:23.34 172    186 136 119 99  58  58  58  58  54  max: 186  average 10: 99  average total: 99
16:23.34 54 244 210 214 177 159 135 147 99  59  max: 244  average 10: 149  average total: 149
16:23.35 69 65  62  69  62  56  57  58  55  55  max: 69  average 10: 60  average total: 60
16:23.35 56 205 179 182 174 141 203 161 121 113 max: 205  average 10: 153  average total: 153
16:23.36 62 54  56  116 124 219 176 165 123 82  max: 219  average 10: 117  average total: 117
16:23.36 133    115 90  57  55  58  98  54  115 65  max: 133  average 10: 84  average total: 84
16:23.37 68 65  58  73  88  56  56  55  56  58  max: 88  average 10: 63  average total: 63
16:23.37 55 67  53  57  57  56  64  116 119 76  max: 119  average 10: 72  average total: 72
16:23.38 54 56  61  62  60  55  122 121 107 72  max: 122  average 10: 77  average total: 77
16:23.38 65 66  92  68  107 59  178 127 150 99  max: 178  average 10: 101  average total: 101
16:23.39 202    161 250 200 149 135 102 63  86  105 max: 250  average 10: 145  average total: 145
16:23.39 226    261 212 161 170 161 238 260 221 171 max: 261  average 10: 208  average total: 208
16:23.40 185    135 189 196 146 96  90  115 95  75  max: 196  average 10: 132  average total: 132
16:23.40 114    63  85  63  68  58  58  57  57  52  max: 114  average 10: 67  average total: 67
16:23.41 180    154 112 81  319 308 269 227 206 166 max: 319  average 10: 202  average total: 202
16:23.41 137    105 65  57  58  115 177 126 76  120 max: 177  average 10: 103  average total: 103 9.8KB/s(in)
16:23.42 111    79  71  57  58  59  61  133 243 211 max: 243  average 10: 108  average total: 108
16:23.43 171    141 113 82  60  57  65  54  125 103 max: 171  average 10: 97  average total: 97
16:23.43 83 63  63  53  72  97  92  63  106 65  max: 106  average 10: 75  average total: 75
16:23.43 81 80  87  69  68  92  155 104 189 170 max: 189  average 10: 109  average total: 109
16:23.44 205    198 248 263 212 161 169 161 125 138 max: 263  average 10: 188  average total: 188
16:23.44 87 68  88  69  76  71  111 60  90  63  max: 111  average 10: 78  average total: 78
16:23.45 77 71  107 172 163 125 125 95  49  116 max: 172  average 10: 110  average total: 110
16:23.45 67 94  92  65  92  77  61  57  72  74  max: 94  average 10: 75  average total: 75
16:23.46 94 66  128 76  73  65  76  207 225 175 max: 225  average 10: 118  average total: 118
16:23.47 297    247 204 204 154 126 211 212 236 185 max: 297  average 10: 207  average total: 207
16:23.47 400    349 347 321 271 293 242 191 158 172 max: 400  average 10: 274  average total: 274
16:23.48 125    74  136 85  75  96  62  93  58  88  max: 136  average 10: 89  average total: 89
16:23.48 57 61  72  97  106 56  54  48  59  58  max: 106  average 10: 66  average total: 66
16:23.48 59 181 160 119 90  60  58  51  55  52  max: 181  average 10: 88  average total: 88
16:23.49 52 54  61  50  62  128 84  61  56  126 max: 128  average 10: 73  average total: 73
16:23.50 86 56  55  55  65  125 144 122 99  59  max: 144  average 10: 86  average total: 86
16:23.50 58 59  58  58  60  59  117 67  85  91  max: 117  average 10: 71  average total: 71
16:23.51 186    197 147 116 73  52  65  58  59  60  max: 197  average 10: 101  average total: 101
