./enet_client/enet_client 120.26.200.117 22222 500
before enet_host_connect
Connection to some.server.net:1234 succeeded.
51  49  49  57  54  53  71  64  147 96  max: 147  average 10: 69  average total: 69 0KB/s(in)
16:21.10 47 46  47  49  47  51  52  110 110 111 max: 111  average 10: 67  average total: 125
16:21.11 60 46  45  49  46  45  48  46  46  46  max: 60  average 10: 47  average total: 125
16:21.11 46 47  46  249 199 150 98  51  49  48  max: 249  average 10: 98  average total: 125
16:21.12 46 47  46  46  47  48  47  45  49  48  max: 49  average 10: 46  average total: 125
16:21.12 47 46  46  49  47  48  48  59  55  47  max: 59  average 10: 49  average total: 124 9.9KB/s(in)
16:21.13 46 115 66  49  115 66  47  54  49  46  max: 115  average 10: 65  average total: 124
16:21.13 47 46  46  49  46  45  46  46  46  47  max: 49  average 10: 46  average total: 124
16:21.14 48 51  46  47  45  62  46  46  46  46  max: 62  average 10: 48  average total: 124
16:21.14 49 46  46  48  45  46  45  48  47  46  max: 49  average 10: 46  average total: 123
16:21.15 47 47  49  46  114 64  55  46  47  115 max: 115  average 10: 63  average total: 123
16:21.15 64 47  45  48  46  47  115 65  48  47  max: 115  average 10: 57  average total: 123
16:21.16 47 47  56  52  46  50  46  46  46  47  max: 56  average 10: 48  average total: 123
16:21.16 52 49  53  110 61  47  117 65  47  120 max: 120  average 10: 72  average total: 123
16:21.17 71 47  46  48  50  46  48  47  48  56  max: 71  average 10: 50  average total: 122
16:21.17 47 46  46  46  57  47  53  50  66  69  max: 69  average 10: 52  average total: 122
16:21.18 52 47  47  46  49  46  46  47  46  47  max: 52  average 10: 47  average total: 122
16:21.18 127    77  45  51  51  47  46  46  47  121 max: 127  average 10: 65  average total: 122
16:21.19 72 47  49  51  46  118 69  46  47  84  max: 118  average 10: 62  average total: 122
16:21.19 63 80  724 675 625 574 922 872 822 770 max: 922  average 10: 612  average total: 123
16:21.21 722    670 673 621 573 569 518 468 464 415 max: 722  average 10: 569  average total: 124
16:21.21 364    315 265 262 213 163 112 61  46  51  max: 364  average 10: 185  average total: 125
16:21.21 48 47  124 75  52  46  47  46  46  47  max: 124  average 10: 57  average total: 124
16:21.21 46 50  46  48  48  46  46  49  54  48  max: 54  average 10: 48  average total: 124
16:21.22 46 46  49  46  46  46  46  49  49  112 max: 112  average 10: 53  average total: 124
16:21.22 64 46  46  46  45  48  48  45  46  46  max: 64  average 10: 48  average total: 124
16:21.23 48 46  46  46  46  115 66  46  46  50  max: 115  average 10: 55  average total: 124 9.9KB/s(in)
16:21.23 48 45  115 65  114 65  48  48  74  69  max: 115  average 10: 69  average total: 123
16:21.24 47 46  46  51  46  47  47  51  49  46  max: 51  average 10: 47  average total: 123
16:21.24 47 47  46  48  47  119 68  47  49  54  max: 119  average 10: 57  average total: 123
16:21.25 254    205 155 121 124 77  535 484 436 385 max: 535  average 10: 277  average total: 123
16:21.26 335    287 235 187 137 87  47  46  48  46  max: 335  average 10: 145  average total: 123
16:21.26 50 47  46  48  46  49  47  46  48  47  max: 50  average 10: 47  average total: 123
16:21.26 47 52  49  47  49  46  49  46  46  46  max: 52  average 10: 47  average total: 123
16:21.27 48 48  51  47  47  46  48  45  253 203 max: 253  average 10: 83  average total: 123
16:21.27 154    104 52  47  45  46  46  47  47  46  max: 154  average 10: 63  average total: 123
16:21.28 47 48  47  49  46  47  48  46  46  47  max: 49  average 10: 47  average total: 122
16:21.28 47 115 66  250 200 150 101 50  47  50  max: 250  average 10: 107  average total: 122
16:21.29 122    70  113 61  55  115 65  45  47  48  max: 122  average 10: 74  average total: 122
16:21.29 46 46  46  47  48  47  48  46  50  46  max: 50  average 10: 47  average total: 122
16:21.30 120    70  62  48  48  46  75  46  53  46  max: 120  average 10: 61  average total: 122
16:21.30 46 47  52  48  48  48  47  46  45  51  max: 52  average 10: 47  average total: 122
16:21.31 50 49  49  113 62  110 59  47  45  46  max: 113  average 10: 63  average total: 122
16:21.31 48 47  46  53  268 218 169 285 234 187 max: 285  average 10: 155  average total: 122
16:21.32 136    86  50  52  52  49  54  46  46  46  max: 136  average 10: 61  average total: 121
16:21.32 47 46  49  115 67  49  72  82  53  63  max: 115  average 10: 64  average total: 121
16:21.33 50 46  46  47  52  46  47  46  48  46  max: 52  average 10: 47  average total: 121
16:21.33 46 46  47  49  46  45  137 89  51  132 max: 137  average 10: 68  average total: 121 9.9KB/s(in)
16:21.34 119    70  64  64  113 281 232 182 131 81  max: 281  average 10: 133  average total: 121
16:21.34 49 46  52  47  46  47  46  46  46  46  max: 52  average 10: 47  average total: 121
16:21.35 47 48  46  46  65  60  136 85  46  46  max: 136  average 10: 62  average total: 121
16:21.35 50 48  50  47  123 71  118 67  46  50  max: 123  average 10: 67  average total: 120
16:21.36 57 54  47  46  46  45  48  48  59  48  max: 59  average 10: 49  average total: 120
16:21.36 49 46  49  115 66  46  47  47  55  51  max: 115  average 10: 57  average total: 120
16:21.37 46 116 65  117 68  46  115 67  46  119 max: 119  average 10: 80  average total: 120
16:21.37 70 46  47  46  49  45  46  116 67  255 max: 255  average 10: 78  average total: 120
16:21.38 206    156 105 55  46  47  46  55  56  56  max: 206  average 10: 82  average total: 120
16:21.38 46 51  118 69  49  49  51  48  48  46  max: 118  average 10: 57  average total: 120
16:21.39 51 47  47  46  47  121 72  46  117 67  max: 121  average 10: 66  average total: 119
16:21.39 46 115 66  46  45  52  114 64  46  46  max: 115  average 10: 64  average total: 119
16:21.40 48 47  48  46  46  46  45  46  47  46  max: 48  average 10: 46  average total: 119
16:21.40 45 46  49  47  46  46  47  51  47  117 max: 117  average 10: 54  average total: 119
16:21.41 66 53  49  46  46  115 65  118 69  47  max: 118  average 10: 67  average total: 119
16:21.41 49 243 193 142 93  47  118 68  48  48  max: 243  average 10: 104  average total: 119
16:21.42 47 47  46  67  55  54  56  45  47  47  max: 67  average 10: 51  average total: 119
16:21.42 53 49  48  47  47  50  115 64  52  47  max: 115  average 10: 57  average total: 118
16:21.43 49 48  46  55  48  46  47  46  47  116 max: 116  average 10: 54  average total: 118
16:21.43 66 47  51  46  46  47  57  77  79  46  max: 79  average 10: 56  average total: 118
16:21.44 47 48  52  47  47  46  46  45  48  46  max: 52  average 10: 47  average total: 118 10KB/s(in)
16:21.44 47 48  47  46  49  48  47  46  50  46  max: 50  average 10: 47  average total: 118
16:21.45 51 48  48  46  50  46  55  53  49  49  max: 55  average 10: 49  average total: 117
16:21.45 46 47  51  47  49  45  47  46  47  122 max: 122  average 10: 54  average total: 117
16:21.46 73 62  52  49  53  47  46  46  49  48  max: 73  average 10: 52  average total: 117
16:21.46 47 45  46  46  45  47  46  46  45  50  max: 50  average 10: 46  average total: 117
16:21.47 48 47  46  46  52  49  49  48  46  46  max: 52  average 10: 47  average total: 117
16:21.47 48 48  117 67  46  46  46  46  48  48  max: 117  average 10: 56  average total: 117
16:21.48 46 47  52  46  46  49  45  50  46  50  max: 52  average 10: 47  average total: 116
16:21.48 48 47  47  45  46  46  46  46  47  52  max: 52  average 10: 47  average total: 116
16:21.49 47 46  46  47  49  46  118 67  50  47  max: 118  average 10: 56  average total: 116
16:21.49 115    66  47  49  48  50  47  62  60  46  max: 115  average 10: 59  average total: 116
16:21.50 48 51  46  46  46  116 67  47  47  49  max: 116  average 10: 56  average total: 116
16:21.50 46 47  45  48  47  49  51  160 109 114 max: 160  average 10: 71  average total: 116
16:21.51 64 47  461 410 361 311 261 211 162 110 max: 461  average 10: 239  average total: 116
16:21.51 62 49  47  46  130 80  49  46  46  46  max: 130  average 10: 60  average total: 116
16:21.52 46 68  67  50  46  135 86  129 78  47  max: 135  average 10: 75  average total: 116
16:21.52 47 47  46  49  46  46  46  49  45  46  max: 49  average 10: 46  average total: 116
16:21.53 128    79  48  51  45  48  46  46  56  49  max: 128  average 10: 59  average total: 115
16:21.53 111    60  49  48  49  47  46  49  47  45  max: 111  average 10: 55  average total: 115
16:21.54 71 67  70  77  49  47  53  65  77  96  max: 96  average 10: 67  average total: 115 9.9KB/s(in)
16:21.54 85 180 132 182 131 178 128 78  47  47  max: 182  average 10: 118  average total: 115
16:21.55 51 49  46  50  46  47  47  45  45  46  max: 51  average 10: 47  average total: 115
16:21.55 52 49  279 229 181 130 79  66  65  143 max: 279  average 10: 127  average total: 115
16:21.56 1313   1265    1215    1165    1114    1064    1016    966 914 866 max: 1313  average 10: 1089  average total: 117
16:21.57 816    766 716 665 620 570 521 470 421 510 max: 816  average 10: 607  average total: 119
16:21.57 460    412 361 311 262 212 163 112 61  48  max: 460  average 10: 240  average total: 119
16:21.57 56 48  47  59  59  59  64  53  48  51  max: 64  average 10: 54  average total: 119
16:21.58 52 54  46  115 65  64  46  47  46  46  max: 115  average 10: 58  average total: 119
16:21.58 47 46  45  46  47  51  46  48  47  47  max: 51  average 10: 47  average total: 118
16:21.59 46 48  110 112 61  47  47  47  45  47  max: 112  average 10: 61  average total: 118
16:21.59 48 48  48  46  46  49  46  52  48  115 max: 115  average 10: 54  average total: 118
16:22.0 122 71  49  57  48  54  57  56  59  258 max: 258  average 10: 83  average total: 118
16:22.1 209 159 124 73  48  52  56  49  47  46  max: 209  average 10: 86  average total: 118
16:22.1 47  47  55  54  52  59  56  54  125 75  max: 125  average 10: 62  average total: 118
16:22.1 49  54  46  61  51  47  55  49  48  47  max: 61  average 10: 50  average total: 118
16:22.2 50  46  55  117 67  47  47  47  51  46  max: 117  average 10: 57  average total: 118
16:22.2 49  52  115 63  48  46  48  59  254 203 max: 254  average 10: 93  average total: 117
16:22.3 155 104 55  59  50  46  52  49  45  47  max: 155  average 10: 66  average total: 117
16:22.3 46  49  48  49  117 68  46  116 66  47  max: 117  average 10: 65  average total: 117
16:22.4 50  49  47  46  47  48  116 66  52  47  max: 116  average 10: 56  average total: 117
16:22.4 45  525 474 424 375 325 275 224 175 127 max: 525  average 10: 296  average total: 118 9.9KB/s(in)
16:22.5 76  48  48  48  51  47  47  46  45  52  max: 76  average 10: 50  average total: 117
16:22.5 46  47  47  59  144 95  79  1493    1442    1395    max: 1493  average 10: 484  average total: 118
16:22.7 1345    1294    1245    1194    1144    1094    1043    995 944 896 max: 1345  average 10: 1119  average total: 121
16:22.7 844 796 745 697 645 598 548 498 447 398 max: 844  average 10: 621  average total: 122
16:22.7 347 297 246 197 147 116 66  55  46  47  max: 347  average 10: 156  average total: 122
16:22.7 48  50  47  49  47  49  46  46  115 66  max: 115  average 10: 56  average total: 122
16:22.8 47  47  114 65  45  117 68  115 65  47  max: 117  average 10: 73  average total: 122
16:22.8 252 202 151 101 51  47  117 66  46  115 max: 252  average 10: 114  average total: 122
16:22.9 65  46  47  47  49  48  46  48  47  46  max: 65  average 10: 48  average total: 121
16:22.9 50  50  54  49  50  46  46  46  48  116 max: 116  average 10: 55  average total: 121
16:22.10 67 49  47  48  49  52  50  111 61  46  max: 111  average 10: 58  average total: 121
16:22.10 49 47  53  114 110 60  51  47  48  50  max: 114  average 10: 62  average total: 121
16:22.11 47 47  47  53  47  114 248 199 149 101 max: 248  average 10: 105  average total: 121
16:22.11 50 47  46  49  54  52  47  53  47  46  max: 54  average 10: 49  average total: 121
16:22.12 45 49  46  48  46  46  46  113 61  520 max: 520  average 10: 102  average total: 121
16:22.13 470    420 369 320 270 221 171 120 71  59  max: 470  average 10: 249  average total: 121
16:22.13 52 48  46  46  46  46  48  118 116 66  max: 118  average 10: 63  average total: 121
16:22.13 47 51  48  48  113 64  51  112 63  48  max: 113  average 10: 64  average total: 121
16:22.14 111    62  63  55  46  118 118 68  48  50  max: 118  average 10: 73  average total: 121
16:22.14 47 49  48  51  56  52  47  115 65  48  max: 115  average 10: 57  average total: 121
16:22.15 49 116 66  51  49  116 66  48  47  47  max: 116  average 10: 65  average total: 120 10KB/s(in)
16:22.15 47 49  46  46  52  115 64  48  46  117 max: 117  average 10: 63  average total: 120
16:22.16 67 47  126 77  47  117 66  48  47  48  max: 126  average 10: 69  average total: 120
16:22.16 46 47  53  55  55  46  47  47  47  47  max: 55  average 10: 49  average total: 120
16:22.17 47 48  46  47  46  47  46  47  47  118 max: 118  average 10: 53  average total: 120
16:22.17 67 46  48  49  49  47  46  50  46  45  max: 67  average 10: 49  average total: 120
16:22.18 45 46  46  48  52  120 69  46  49  54  max: 120  average 10: 57  average total: 120
16:22.18 47 46  49  46  48  55  51  47  48  50  max: 55  average 10: 48  average total: 119
16:22.19 47 52  52  57  73  60  49  49  52  47  max: 73  average 10: 53  average total: 119
16:22.19 50 46  59  123 72  47  120 70  121 70  max: 123  average 10: 77  average total: 119
16:22.20 47 47  46  46  46  66  117 67  46  47  max: 117  average 10: 57  average total: 119
16:22.20 46 50  48  48  59  48  47  46  46  46  max: 59  average 10: 48  average total: 119
16:22.21 45 120 71  61  47  47  49  48  49  46  max: 120  average 10: 58  average total: 119
16:22.21 270    220 170 121 72  124 73  46  48  46  max: 270  average 10: 119  average total: 119
16:22.22 50 48  47  45  47  57  48  50  118 67  max: 118  average 10: 57  average total: 119
16:22.22 52 48  48  46  48  46  46  47  46  47  max: 52  average 10: 47  average total: 118
16:22.23 47 46  46  46  55  47  49  50  56  54  max: 56  average 10: 49  average total: 118
16:22.23 46 49  52  49  46  46  48  51  47  46  max: 52  average 10: 48  average total: 118
16:22.24 50 50  47  46  48  47  57  125 77  50  max: 125  average 10: 59  average total: 118
16:22.24 48 48  48  53  49  47  45  47  46  77  max: 77  average 10: 50  average total: 118
16:22.25 51 50  141 92  47  48  51  54  131 80  max: 141  average 10: 74  average total: 118 9.9KB/s(in)
16:22.25 48 51  51  49  132 82  50  53  47  87  max: 132  average 10: 65  average total: 118
16:22.26 70 48  51  148 96  48  53  46  65  56  max: 148  average 10: 68  average total: 117
16:22.26 58 52  51  48  263 212 162 113 62  259 max: 263  average 10: 128  average total: 118
16:22.27 211    161 258 208 161 110 60  49  46  52  max: 258  average 10: 131  average total: 118
16:22.27 49 48  51  46  47  53  52  48  47  49  max: 53  average 10: 49  average total: 117
16:22.28 83 484 434 383 334 283 235 191 2032    1982    max: 2032  average 10: 644  average total: 119
16:22.30 1932   1882    1831    1783    1733    1683    1634    1583    1535    1484    max: 1932  average 10: 1708  average total: 122
16:22.30 1434   1385    1335    1284    1667    1617    1567    1518    1468    1417    max: 1667  average 10: 1469  average total: 125
16:22.31 1369   1319    1268    1219    1170    1119    1071    1020    969 920 max: 1369  average 10: 1144  average total: 127
16:22.31 871    821 770 720 671 621 571 520 476 426 max: 871  average 10: 646  average total: 128
16:22.31 375    326 276 227 177 127 75  46  145 95  max: 375  average 10: 186  average total: 128
16:22.31 64 142 90  66  73  86  54  61  1570    1520    max: 1570  average 10: 372  average total: 129
16:22.33 1472   1423    1373    1322    1273    1221    1173    1122    1073    1023    max: 1472  average 10: 1247  average total: 131
16:22.33 971    922 872 821 774 722 674 622 574 523 max: 971  average 10: 747  average total: 132
16:22.33 474    423 374 324 273 224 174 122 72  47  max: 474  average 10: 250  average total: 133
16:22.33 46 52  49  47  50  47  48  52  48  48  max: 52  average 10: 48  average total: 132
16:22.33 48 47  121 72  48  252 202 152 115 66  max: 252  average 10: 112  average total: 132
16:22.34 51 48  58  55  57  51  48  50  46  54  max: 58  average 10: 51  average total: 132
16:22.34 63 66  126 76  56  50  46  46  48  47  max: 126  average 10: 62  average total: 132
16:22.35 47 49  50  97  56  46  47  52  47  47  max: 97  average 10: 53  average total: 132
16:22.35 48 49  58  50  175 124 127 77  48  451 max: 451  average 10: 120  average total: 132 9.6KB/s(in)
16:22.36 401    350 301 252 201 151 102 51  49  47  max: 401  average 10: 190  average total: 132
16:22.36 52 132 81  47  46  49  46  48  47  56  max: 132  average 10: 60  average total: 132
16:22.37 283    235 184 135 86  49  134 83  46  57  max: 283  average 10: 129  average total: 132
16:22.37 47 137 89  51  129 80  47  121 72  46  max: 137  average 10: 81  average total: 132
16:22.38 49 46  47  49  131 83  133 83  111 60  max: 133  average 10: 79  average total: 132
16:22.38 75 126 75  51  47  47  46  55  49  124 max: 126  average 10: 69  average total: 132
16:22.39 125    74  282 232 183 132 82  46  46  50  max: 282  average 10: 125  average total: 132
16:22.39 47 46  53  53  50  46  60  47  47  118 max: 118  average 10: 56  average total: 131
16:22.40 68 118 254 204 152 104 54  49  53  53  max: 254  average 10: 110  average total: 131
16:22.40 46 46  55  528 479 428 379 330 278 229 max: 528  average 10: 279  average total: 132
16:22.41 180    130 79  62  52  47  49  48  50  49  max: 180  average 10: 74  average total: 132
16:22.41 46 128 77  48  50  46  52  48  63  50  max: 128  average 10: 60  average total: 131
16:22.42 49 48  47  86  56  54  49  48  48  49  max: 86  average 10: 53  average total: 131
16:22.42 62 57  50  86  75  46  47  51  46  45  max: 86  average 10: 56  average total: 131
16:22.43 47 49  48  49  51  50  47  46  47  49  max: 51  average 10: 48  average total: 131
16:22.43 52 122 73  45  48  45  53  83  91  147 max: 147  average 10: 75  average total: 131
16:22.44 97 158 108 58  149 98  49  47  46  49  max: 158  average 10: 85  average total: 131
16:22.44 52 49  49  46  148 97  120 68  47  48  max: 148  average 10: 72  average total: 131
16:22.45 50 51  51  48  60  49  48  46  50  46  max: 60  average 10: 49  average total: 130
16:22.45 51 51  49  48  58  48  50  144 93  125 max: 144  average 10: 71  average total: 130
16:22.46 77 50  47  51  53  132 81  46  50  75  max: 132  average 10: 66  average total: 130 10.3KB/s(in)
16:22.46 53 53  48  60  128 78  46  47  49  49  max: 128  average 10: 61  average total: 130
16:22.47 46 48  49  54  49  142 91  55  46  124 max: 142  average 10: 70  average total: 130
16:22.47 75 47  46  47  50  51  49  256 206 156 max: 256  average 10: 98  average total: 130
16:22.48 106    56  51  48  45  51  49  112 113 65  max: 113  average 10: 69  average total: 130
16:22.48 46 349 298 250 200 150 99  51  48  45  max: 349  average 10: 153  average total: 130
16:22.49 46 51  49  152 102 51  120 69  52  48  max: 152  average 10: 74  average total: 130
16:22.49 46 50  49  143 93  47  51  52  48  118 max: 143  average 10: 69  average total: 130
16:22.50 66 47  65  58  49  53  56  49  48  47  max: 66  average 10: 53  average total: 129
16:22.50 46 46  46  46  46  47  48  45  46  47  max: 48  average 10: 46  average total: 129
16:22.51 53 51  48  48  115 115 66  50  54  112 max: 115  average 10: 71  average total: 129
16:22.51 62 47  54  48  117 66  46  47  122 71  max: 122  average 10: 68  average total: 129
16:22.52 48 47  48  56  120 70  53  52  50  48  max: 120  average 10: 59  average total: 129
16:22.52 49 47  47  49  47  46  47  117 68  48  max: 117  average 10: 56  average total: 129
16:22.53 45 52  49  116 65  48  46  46  49  115 max: 116  average 10: 63  average total: 129
16:22.53 64 48  49  48  118 118 67  50  51  46  max: 118  average 10: 65  average total: 128
16:22.54 51 54  45  48  67  47  125 125 75  45  max: 125  average 10: 68  average total: 128
16:22.54 143    92  47  46  45  46  46  46  45  53  max: 143  average 10: 60  average total: 128
16:22.55 48 67  126 77  127 256 205 155 105 54  max: 256  average 10: 122  average total: 128
16:22.55 50 48  47  50  50  51  46  144 119 69  max: 144  average 10: 67  average total: 128
16:22.56 48 48  48  122 72  117 68  46  119 68  max: 122  average 10: 75  average total: 128
16:22.56 48 48  116 67  46  46  53  46  46  46  max: 116  average 10: 56  average total: 128 10KB/s(in)
16:22.57 48 110 60  49  46  47  47  46  48  46  max: 110  average 10: 54  average total: 128
16:22.57 116    65  45  46  50  116 66  50  51  61  max: 116  average 10: 66  average total: 128
16:22.58 119    69  57  49  46  49  51  48  49  261 max: 261  average 10: 79  average total: 127
16:22.59 211    159 110 61  52  50  47  51  46  46  max: 211  average 10: 83  average total: 127
16:22.59 46 122 72  46  48  46  55  205 156 107 max: 205  average 10: 90  average total: 127
16:22.59 59 149 100 71  64  46  192 142 176 147 max: 192  average 10: 114  average total: 127
16:23.0 96  54  55  49  48  47  54  46  53  51  max: 96  average 10: 55  average total: 127
16:23.0 155 712 661 613 562 512 464 414 364 316 max: 712  average 10: 477  average total: 128
16:23.1 265 217 167 117 67  47  49  124 73  46  max: 265  average 10: 117  average total: 128
16:23.1 48  52  124 72  47  47  46  46  48  124 max: 124  average 10: 65  average total: 128
16:23.2 74  48  45  46  46  49  56  113 64  46  max: 113  average 10: 58  average total: 128
16:23.2 252 202 153 102 53  117 67  52  54  123 max: 252  average 10: 117  average total: 128
16:23.3 73  47  46  46  48  48  46  117 66  46  max: 117  average 10: 58  average total: 127
16:23.3 47  46  48  48  46  46  47  82  66  47  max: 82  average 10: 52  average total: 127
16:23.4 54  126 77  52  49  71  67  48  138 87  max: 138  average 10: 76  average total: 127
16:23.4 49  322 272 222 173 122 278 227 176 127 max: 322  average 10: 196  average total: 127
16:23.5 77  47  52  56  47  46  48  47  148 147 max: 148  average 10: 71  average total: 127
16:23.5 204 593 543 493 443 392 342 292 243 240 max: 593  average 10: 378  average total: 128
16:23.6 191 143 1781    1732    1682    1631    1581    1530    1481    1432    max: 1781  average 10: 1318  average total: 130 8.7KB/s(in)
16:23.8 1381    1330    2125    2074    2023    1974    1925    1874    1825    1773    max: 2125  average 10: 1830  average total: 133
16:23.9 1725    1673    1625    1574    1523    1475    1425    1375    1325    1274    max: 1725  average 10: 1499  average total: 136
16:23.9 1225    1174    1125    1074    1025    974 925 873 825 775 max: 1225  average 10: 999  average total: 137
16:23.9 725 673 624 1617    1567    1516    1465    1416    1367    1316    max: 1617  average 10: 1228  average total: 139
16:23.10 1267   1215    1167    1116    1066    2015    1965    1915    1866    1816    max: 2015  average 10: 1540  average total: 142
16:23.11 1765   1716    1665    1616    1565    1516    1465    1416    1366    1315    max: 1765  average 10: 1540  average total: 144
16:23.11 1265   1215    1166    1116    1064    1016    966 915 865 815 max: 1265  average 10: 1040  average total: 146
16:23.11 764    716 665 616 565 515 465 416 365 316 max: 764  average 10: 540  average total: 147
16:23.11 267    217 166 115 70  62  52  58  48  52  max: 267  average 10: 110  average total: 147
16:23.11 51 46  50  130 80  52  54  50  47  46  max: 130  average 10: 60  average total: 146
16:23.11 46 55  55  120 72  58  112 60  54  46  max: 120  average 10: 67  average total: 146
16:23.12 46 48  46  52  47  118 68  51  116 67  max: 118  average 10: 65  average total: 146
16:23.12 52 49  47  47  53  52  58  49  50  55  max: 58  average 10: 51  average total: 146
16:23.13 51 46  89  51  56  348 298 247 197 146 max: 348  average 10: 152  average total: 146
16:23.13 191    142 91  55  50  55  60  46  54  49  max: 191  average 10: 79  average total: 146
16:23.14 46 47  146 96  46  49  47  135 85  47  max: 146  average 10: 74  average total: 146
16:23.14 47 48  129 78  46  47  45  46  48  47  max: 129  average 10: 58  average total: 146
16:23.15 53 51  50  47  52  47  53  56  48  46  max: 56  average 10: 50  average total: 145
16:23.15 46 114 65  49  46  51  119 70  113 63  max: 119  average 10: 73  average total: 145
16:23.16 47 48  48  45  47  47  48  119 68  47  max: 119  average 10: 56  average total: 145
16:23.16 48 49  58  61  52  47  48  47  49  47  max: 61  average 10: 50  average total: 145
16:23.17 46 48  118 67  50  47  50  50  118 68  max: 118  average 10: 66  average total: 145
16:23.17 47 46  46  52  50  50  46  50  49  59  max: 59  average 10: 49  average total: 145 11.3KB/s(in)
16:23.18 57 124 74  53  121 71  46  56  46  116 max: 124  average 10: 76  average total: 144
16:23.18 65 52  50  48  51  47  47  49  63  90  max: 90  average 10: 56  average total: 144
16:23.19 62 99  49  66  53  54  111 388 339 287 max: 388  average 10: 150  average total: 144
16:23.20 238    189 525 475 424 375 324 274 224 175 max: 525  average 10: 322  average total: 145
16:23.20 125    75  54  77  52  52  47  66  46  48  max: 125  average 10: 64  average total: 144
16:23.20 106    56  53  184 135 87  59  54  49  46  max: 184  average 10: 82  average total: 144
16:23.21 49 49  142 91  48  53  48  50  47  48  max: 142  average 10: 62  average total: 144
16:23.21 126    77  48  63  55  50  48  46  46  53  max: 126  average 10: 61  average total: 144
16:23.22 49 48  124 74  126 77  48  47  50  52  max: 126  average 10: 69  average total: 144
16:23.22 256    264 215 163 130 81  70  66  50  49  max: 264  average 10: 134  average total: 144
16:23.23 132    82  46  131 82  48  99  210 160 260 max: 260  average 10: 125  average total: 144
16:23.24 210    160 109 60  60  67  87  57  213 162 max: 213  average 10: 118  average total: 144
16:23.24 113    62  190 138 173 124 74  144 93  54  max: 190  average 10: 116  average total: 144
16:23.24 63 85  51  95  47  211 161 112 62  47  max: 211  average 10: 93  average total: 144
16:23.25 203    153 104 54  73  57  66  162 114 166 max: 203  average 10: 115  average total: 144
16:23.25 117    67  153 102 51  117 68  56  239 190 max: 239  average 10: 116  average total: 144
16:23.26 142    92  61  70  226 251 201 150 100 51  max: 251  average 10: 134  average total: 144
16:23.26 94 87  236 184 134 86  47  86  53  53  max: 236  average 10: 106  average total: 144
16:23.27 62 62  58  190 138 90  65  72  76  94  max: 190  average 10: 90  average total: 143
16:23.27 53 164 112 64  48  60  167 118 67  46  max: 167  average 10: 89  average total: 143
16:23.28 46 59  77  48  60  50  143 92  48  168 max: 168  average 10: 79  average total: 143 9.8KB/s(in)
16:23.28 118    67  51  47  135 83  137 86  59  129 max: 137  average 10: 91  average total: 143
16:23.29 78 53  47  46  48  48  47  47  47  50  max: 78  average 10: 51  average total: 143
16:23.29 54 52  71  47  46  334 285 233 185 133 max: 334  average 10: 144  average total: 143
16:23.30 84 55  53  64  65  165 185 135 85  105 max: 185  average 10: 99  average total: 143
16:23.30 186    136 86  51  191 140 90  46  47  184 max: 191  average 10: 115  average total: 143
16:23.31 134    83  168 117 68  47  46  50  138 88  max: 168  average 10: 93  average total: 143
16:23.31 49 48  46  49  46  47  49  47  48  47  max: 49  average 10: 47  average total: 143
16:23.32 46 48  61  65  52  52  57  69  68  50  max: 69  average 10: 56  average total: 142
16:23.32 51 48  48  50  53  130 79  45  49  48  max: 130  average 10: 60  average total: 142
16:23.33 46 54  72  69  54  104 53  82  53  51  max: 104  average 10: 63  average total: 142
16:23.33 48 75  52  87  57  98  78  72  47  54  max: 98  average 10: 66  average total: 142
16:23.34 93 48  62  65  171 123 73  52  47  47  max: 171  average 10: 78  average total: 142
16:23.34 59 57  46  51  52  137 87  57  125 75  max: 137  average 10: 74  average total: 142
16:23.35 46 46  53  46  46  47  49  47  46  47  max: 53  average 10: 47  average total: 142
16:23.35 52 48  49  46  49  45  46  45  48  46  max: 52  average 10: 47  average total: 142
16:23.36 47 47  49  46  49  47  48  119 69  46  max: 119  average 10: 56  average total: 141
16:23.36 46 53  54  112 64  49  80  73  97  49  max: 112  average 10: 67  average total: 141
16:23.37 53 49  56  62  78  48  49  46  47  51  max: 78  average 10: 53  average total: 141
16:23.37 149    99  49  46  46  138 89  47  48  47  max: 149  average 10: 75  average total: 141
16:23.38 46 47  47  48  49  47  47  54  54  67  max: 67  average 10: 50  average total: 141
16:23.38 74 51  57  169 118 70  57  201 153 101 max: 201  average 10: 105  average total: 141 10KB/s(in)
16:23.39 52 48  119 219 169 118 68  226 177 127 max: 226  average 10: 132  average total: 141
16:23.39 77 95  235 183 134 86  50  46  57  103 max: 235  average 10: 106  average total: 141
16:23.40 54 87  49  64  74  69  76  71  98  78  max: 98  average 10: 72  average total: 141
16:23.40 148    97  49  70  51  57  47  519 468 418 max: 519  average 10: 192  average total: 141
16:23.41 370    320 270 218 170 119 69  47  54  48  max: 370  average 10: 168  average total: 141
16:23.41 46 48  46  46  45  46  46  46  131 159 max: 159  average 10: 65  average total: 141
16:23.42 110    58  52  79  52  161 111 60  52  147 max: 161  average 10: 88  average total: 141
16:23.42 145    96  46  48  304 254 203 153 103 52  max: 304  average 10: 140  average total: 141
16:23.43 51 46  50  117 67  52  48  73  80  55  max: 117  average 10: 63  average total: 140
16:23.43 176    127 76  63  71  55  54  193 143 92  max: 193  average 10: 105  average total: 140
16:23.44 49 125 78  59  95  70  66  47  95  54  max: 125  average 10: 73  average total: 140
